Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email
CUST2875,James Thompson,male,61.0,CHENNAI,2020-07-22,2024-11-11,15907.2,2.0,thompson84@hotmail.com
CUST9931,Brenda Thompson,M,29 years,Nagpur,2022-12-16,2025-11-08,72877.6,3.0,thompson58@hotmail.com
CUST3981,Cynthia Scott,,23.0,delhi,2020-12-22,2025-06-01,38333.1,8.0,scott78@hotmail.com
CUST9039,Deborah Martin,female,59.0,,2020-10-10,2023-08-28,55511.9,,martin97@hotmail.com
CUST3893,Charles Clark,Female,37.0,KOLKATA,2021-04-23,2023-09-23,,4.0,
CUST9210,Brittney Lopez,MALE,50.0,Pune,2021-04-04,2025-08-31,64968.7,6.0,lopez89@example.com
CUST8684,John Evans,Male,68.0,Chennai,2021-05-03,2025-12-26,51728.4,2.0,johnevans@example.com
CUST2312,Emily Gonzalez,f,55.0,Jaipur,2019-02-20,2023-04-06,33733.1,5.0,gonzalez39@gmail.com
CUST2226,Cynthia Ramirez,M,50.0,bangalore,2019-02-03,2023-05-05,55124.5,2.0,cramirez@hotmail.com
CUST8520,Betty Flores,FEMALE,55.0,KOLKATA,2018-06-01,2025-11-28,29530.0,3.0,flores23@outlook.com
CUST6903,Linda Thomas,Female,19.0,Nagpur,2020-10-20,2023-01-18,75898.1,3.0,thomas56@gmail.com
CUST10345,Amanda Garcia,,34.0,JAIPUR,2019-07-07,2024-07-12,51766.9,9.0,garcia63@hotmail.com
CUST6869,Diana Adams,female,47.0,Surat,2021-09-19,2024-09-25,40532.1,3.0,dadams@gmail.com
CUST3427,Charles Nelson,FEMALE,39.0,,2023-12-06,2024-09-15,38718.2,10.0,
CUST5411,Kenneth Jackson,FEMALE,30.0,,2023-06-24,2025-05-26,45198.4,,kjackson@example.com
CUST1828,Deborah Evans,Male,64 years,HYDERABAD,2018-04-14,2023-11-30,70139.1,5.0,evans21@yahoo.com
CUST5563,David Wright,female,29.0,Nagpur,2019-08-15,2023-07-15,79358.1,3.0,
CUST7322,Sarah Lewis,FEMALE,40.0,Ahmedabad,2021-03-07,2025-08-16,57852.4,1.0,slewis@hotmail.com
CUST5375,Stephanie Sanchez,FEMALE,40.0,hyderabad,2020-03-08,2024-12-03,68217.9,4.0,sanchez80@outlook.com
CUST8901,William Williams,Male,30 years,bangalore,2022-12-11,2024-01-28,35216.1,7.0,williamwilliams@gmail.com
CUST1627,Stephanie Ramirez,m,22 years,HYDERABAD,2018-06-22,2023-07-08,66275.9,3.0,
CUST5256,Brenda Roberts,,18.0,jaipur,2019-06-09,2025-11-21,74340.0,2.0,broberts@yahoo.com
CUST1085,,MALE,39.0,Chennai,2021-01-23,2023-05-05,28954.9,8.0,dallen@gmail.com
CUST1893,Paul Smith,female,47 years,Pune,2020-08-24,2025-08-30,62538.7,2.0,paulsmith@outlook.com
CUST10748,Patricia Baker,M,18.0,Surat,2018-06-29,2024-08-12,55968.7,8.0,pbaker@outlook.com
CUST10070,Steven Brown,Female,23.0,,2019-08-21,2024-02-04,67861.1,2.0,brown20@gmail.com
CUST1108,David Thompson,Male,43.0,kolkata,2018-10-05,2025-04-23,77336.5,9.0,
CUST1085,,male,50.0,,2021-10-05,,57133.9,2.0,cynthiacarroll@yahoo.com
CUST5873,Elizabeth Wright,m,27.0,Lucknow,2018-05-01,2024-07-25,68195.6,6.0,ewright@example.com
CUST4263,,f,,Pune,2018-04-29,2023-02-14,57619.6,3.0,srivera@gmail.com
CUST1879,Kathleen Carter,M,45.0,ahmedabad,2023-09-06,2024-05-08,72910.4,3.0,kathleencarter@gmail.com
CUST8616,Michael Pierce,FEMALE,58 years,BANGALORE,2021-07-02,2023-11-26,,6.0,mpierce@example.com
CUST9000,Michael Pierce,female,32.0,chennai,2022-08-05,2024-09-07,9634.7,4.0,pierce48@gmail.com
CUST8197,Mary Wright,Female,57.0,Pune,2023-07-24,2023-04-17,41711.9,6.0,marywright@outlook.com
CUST5285,Ashley Flores,m,33.0,bangalore,2021-05-09,2024-04-08,,10.0,flores39@example.com
CUST8150,Emily Johnson,MALE,36 years,Chennai,2020-08-12,2025-04-09,27526.9,3.0,johnson38@hotmail.com
CUST8369,Diana Adams,F,53.0,pune,2020-12-17,2024-02-22,46761.3,,adams91@gmail.com
CUST8911,Mary Lopez,f,64.0,mumbai,2019-03-31,,20789.0,6.0,mlopez@hotmail.com
CUST6416,Paul Evans,F,,MUMBAI,2021-03-10,,40493.5,4.0,evans71@outlook.com
CUST2823,Patricia Smith,F,47.0,delhi,2023-08-25,2023-04-08,48998.1,8.0,smith25@hotmail.com
CUST3133,Sharon Campbell,f,37.0,mumbai,2022-10-19,2025-12-08,74500.5,9.0,sharoncampbell@gmail.com
CUST3243,John Sanchez,MALE,59.0,,2019-03-19,2025-04-06,53363.0,9.0,sanchez34@outlook.com
CUST3166,Susan Martin,Male,36 years,,2022-05-18,,37116.0,8.0,martin57@gmail.com
CUST5489,Elizabeth Young,F,39.0,kolkata,2018-08-02,2024-10-07,67063.8,,young59@outlook.com
CUST2506,Ashley Wilson,FEMALE,28.0,HYDERABAD,2019-04-15,2024-10-22,64029.8,10.0,awilson@gmail.com
CUST2638,Karen Adams,M,25.0,Lucknow,2023-08-17,2023-04-19,23350.9,2.0,karenadams@gmail.com
CUST5366,Mark Hall,M,,Lucknow,2020-08-09,2025-10-08,27468.6,9.0,hall80@yahoo.com
CUST5183,William Adams,FEMALE,45.0,Chennai,2020-06-17,2025-07-23,40714.0,7.0,adams14@gmail.com
CUST7394,Anthony Garcia,M,67.0,Hyderabad,2019-04-10,2025-05-31,57904.7,3.0,anthonygarcia@yahoo.com
CUST5825,Lisa Davis,female,66.0,JAIPUR,2023-06-18,2024-01-23,22158.0,3.0,lisadavis@example.com
CUST8575,Donald Jackson,F,56.0,pune,2022-04-17,2023-02-10,,9.0,donaldjackson@example.com
CUST5631,Robert Robinson,male,29 years,Ahmedabad,2019-12-13,2023-10-08,30323.4,10.0,
CUST3116,William Moore,female,56.0,KOLKATA,2020-02-17,2023-05-01,29485.9,6.0,wmoore@yahoo.com
CUST6873,Deborah Rodriguez,female,42.0,pune,2020-11-09,2024-09-05,25982.0,8.0,rodriguez78@gmail.com
CUST9333,Mark Harris,F,22.0,hyderabad,2018-04-14,2024-06-13,,4.0,harris12@example.com
CUST5772,Sandra Sanchez,Female,,Surat,2020-11-06,2024-01-09,39870.4,9.0,sandrasanchez@gmail.com
CUST9548,David Sanchez,f,,surat,2019-02-18,2023-05-15,47921.4,8.0,
CUST5390,Melissa Brown,female,30 years,HYDERABAD,2019-07-26,2024-01-20,14167.6,3.0,brown15@hotmail.com
CUST8803,John Torres,male,27 years,Surat,2023-11-09,2024-01-13,50517.5,3.0,torres61@yahoo.com
CUST10084,Joseph Jones,F,31.0,Jaipur,2019-07-31,2025-11-22,69638.9,10.0,
CUST1347,Donald Sanchez,MALE,49.0,Ahmedabad,2018-08-10,2023-09-17,78253.1,4.0,sanchez88@gmail.com
CUST9524,Cynthia Rodriguez,Female,,,2020-10-29,2023-02-15,51279.5,8.0,crodriguez@hotmail.com
CUST2257,Sandra Baker,MALE,20 years,CHENNAI,2019-07-30,2025-09-12,47335.0,5.0,sandrabaker@hotmail.com
CUST3794,Cynthia Wright,Female,20.0,Nagpur,2021-10-09,2024-08-09,17846.5,3.0,cwright@yahoo.com
CUST9461,Brian Nelson,Male,34.0,JAIPUR,2020-11-26,2024-09-26,23850.2,2.0,nelson47@yahoo.com
CUST8711,Joseph Moore,Female,26.0,,2022-02-26,2023-10-08,26911.5,5.0,jmoore@gmail.com
CUST8193,Sharon White,Male,62.0,Chennai,2018-03-18,2023-02-07,50833.8,10.0,white12@yahoo.com
CUST6340,Anthony Wilson,M,50.0,ahmedabad,2023-08-20,2023-07-20,59250.3,6.0,awilson@gmail.com
CUST9055,Cynthia Robinson,m,,surat,2023-12-24,,46679.0,1.0,robinson86@outlook.com
CUST3484,Jessica Adams,MALE,,Kolkata,2021-12-16,2025-02-18,44753.5,6.0,adams66@yahoo.com
CUST3580,Donald Rodriguez,,47.0,Mumbai,2023-08-08,2025-09-17,10082.6,4.0,rodriguez17@gmail.com
CUST3539,Barbara Davis,FEMALE,,Bangalore,2018-05-11,2024-01-06,13500.2,8.0,davis20@hotmail.com
CUST7288,Patricia Nguyen,male,35.0,pune,2022-06-22,2024-03-29,66544.0,9.0,pnguyen@gmail.com
CUST8537,Amanda Rodriguez,f,43.0,,2018-02-22,2025-04-20,43652.3,,amandarodriguez@yahoo.com
CUST6129,Elizabeth Hernandez,f,64.0,surat,2021-05-16,2023-12-02,30694.9,3.0,hernandez41@gmail.com
CUST2475,Amanda Williams,Female,46.0,ahmedabad,2020-05-24,2025-02-15,33332.2,2.0,awilliams@outlook.com
CUST2849,Cynthia Flores,m,61.0,HYDERABAD,2018-02-08,2023-02-20,58742.7,8.0,cynthiaflores@hotmail.com
CUST10294,Brenda Gonzalez,male,62.0,,2022-04-08,2025-02-20,39179.2,7.0,gonzalez42@example.com
CUST8551,Edward Martin,Female,36 years,KOLKATA,2019-01-05,2023-04-26,70432.3,2.0,martin26@hotmail.com
CUST6744,Ronald Brown,f,56 years,Nagpur,2020-09-08,2023-01-17,58652.7,7.0,brown45@outlook.com
CUST7418,Patricia Wright,Male,60.0,delhi,2022-01-10,2024-08-28,18637.1,10.0,wright98@yahoo.com
CUST9301,Jason Roberts,m,23.0,Hyderabad,2021-11-13,2025-01-10,46217.0,,jroberts@example.com
CUST2040,Mary Jackson,M,66.0,hyderabad,2021-07-26,2025-10-06,67751.3,6.0,mjackson@outlook.com
CUST1616,William Wright,F,50.0,,2019-11-20,2024-03-19,42710.2,2.0,wright50@example.com
CUST8265,Charles Wright,female,39.0,mumbai,2023-05-22,2023-02-01,66033.6,,wright58@gmail.com
CUST6321,Patricia Garcia,FEMALE,33.0,pune,2022-08-20,2025-11-25,,,garcia42@outlook.com
CUST4990,Mary Lopez,F,40.0,,2018-09-29,2025-09-19,18709.9,10.0,marylopez@yahoo.com
CUST9394,Jennifer Torres,FEMALE,40 years,jaipur,2020-12-26,2024-11-03,35499.7,9.0,jtorres@gmail.com
CUST8618,Thomas Sanchez,f,36.0,Chennai,2019-03-11,2023-08-03,61039.6,1.0,sanchez70@gmail.com
CUST3605,Mark Sanchez,Female,44.0,Chennai,2019-11-20,2025-04-26,14393.5,2.0,
CUST3858,Kenneth Robinson,female,34.0,hyderabad,2019-04-01,2024-02-26,13023.8,8.0,kennethrobinson@hotmail.com
CUST6140,,Female,29.0,kolkata,2022-10-10,2025-07-10,40264.1,2.0,cynthiahernandez@example.com
CUST4588,Mary Wright,M,29.0,delhi,2022-07-24,2025-07-23,10631.4,6.0,marywright@outlook.com
CUST6298,John Lee,F,38 years,chennai,2022-05-19,2024-04-11,62685.0,2.0,lee19@gmail.com
CUST10304,Jessica Thomas,f,23.0,delhi,2019-06-06,2025-09-04,66692.5,5.0,jessicathomas@outlook.com
CUST2999,Kenneth Sanchez,f,70.0,Hyderabad,2021-01-12,2023-03-31,8477.8,1.0,sanchez38@hotmail.com
CUST1090,Jessica Hernandez,Female,46.0,bangalore,2022-05-28,2025-12-05,63721.5,3.0,hernandez13@yahoo.com
CUST9138,Jessica Lewis,m,56.0,Pune,2020-12-22,2024-07-09,57221.9,2.0,lewis63@outlook.com
CUST5700,Sharon Thomas,MALE,62.0,hyderabad,2021-05-16,2024-10-25,36823.5,10.0,sharonthomas@gmail.com
CUST5820,Mark Ramirez,MALE,57.0,Surat,2021-11-03,2023-04-03,25919.1,3.0,ramirez75@gmail.com
CUST1891,Cynthia Davis,m,28.0,,2019-08-20,2025-07-17,14733.1,1.0,cynthiadavis@outlook.com
CUST4087,Betty Brown,M,,Surat,2022-09-03,2025-11-12,21701.6,8.0,bbrown@hotmail.com
CUST5637,,,44.0,Jaipur,2020-02-22,2025-12-08,63729.9,3.0,clark33@yahoo.com
CUST3695,William Hall,m,49.0,Chennai,2019-04-24,2023-12-06,32051.4,5.0,whall@yahoo.com
CUST8373,Linda Lopez,F,28 years,,2023-08-20,2025-04-19,41990.3,,lopez77@example.com
CUST10260,Michael Jones,,23.0,BANGALORE,2018-12-14,2023-10-25,17999.1,5.0,michaeljones@gmail.com
CUST6759,Patricia Wright,Male,33.0,,2023-02-24,,65039.1,10.0,patriciawright@outlook.com
CUST3650,Emily Lee,Male,62.0,HYDERABAD,2021-01-09,2025-05-22,26603.8,3.0,elee@outlook.com
CUST10345,Amanda Miller,M,49.0,JAIPUR,2021-05-02,2025-11-01,66839.7,10.0,amiller@yahoo.com
CUST6675,Steven White,male,50.0,bangalore,2018-08-13,2024-10-12,76343.9,2.0,swhite@gmail.com
CUST8899,Linda Lopez,Female,40 years,Pune,2020-03-22,2023-05-26,43721.4,10.0,lindalopez@gmail.com
CUST3340,Laura Flores,Female,25 years,bangalore,2022-04-21,2024-10-23,29153.6,6.0,flores24@outlook.com
CUST9898,,f,59 years,Nagpur,2022-04-08,2023-12-08,76288.8,1.0,perez41@gmail.com
CUST6966,Laura Campbell,F,21.0,Surat,2020-09-02,,14714.2,2.0,campbell41@yahoo.com
CUST5478,Karen Taylor,male,54.0,delhi,2020-12-15,2024-12-08,53929.9,,ktaylor@example.com
CUST1699,Sharon Roberts,MALE,45.0,kolkata,2021-09-13,2025-06-09,31186.4,8.0,
CUST5091,Barbara Flores,Male,20.0,surat,2022-05-21,2025-09-17,5623.3,6.0,barbaraflores@gmail.com
CUST4271,Donald Thompson,Male,70.0,Ahmedabad,2018-09-13,2025-03-10,60905.1,1.0,
CUST8107,Donald Lee,Female,,Chennai,2021-07-08,2024-04-25,21718.1,8.0,
CUST5182,William Lewis,male,66.0,MUMBAI,2021-12-21,2023-02-20,59331.4,9.0,lewis77@gmail.com
CUST3414,Melissa Young,M,59.0,Chennai,2021-11-17,2025-08-25,28204.4,2.0,young94@outlook.com
CUST10849,Linda White,male,,DELHI,2021-01-21,,17248.2,7.0,white63@hotmail.com
CUST9337,Patricia Torres,Male,38.0,pune,2022-02-28,2023-11-15,36360.2,3.0,
CUST8126,Mary Campbell,Male,30.0,Kolkata,2023-08-26,2025-10-18,9281.4,8.0,marycampbell@outlook.com
CUST3501,Brenda Jackson,female,23 years,lucknow,2020-02-13,2024-12-09,71702.7,6.0,jackson20@hotmail.com
CUST3034,Amanda Carter,F,52.0,JAIPUR,2020-07-04,2025-10-24,45134.0,2.0,acarter@yahoo.com
CUST5583,Jessica Rodriguez,f,46.0,Nagpur,2020-11-28,2025-07-09,10505.3,8.0,jrodriguez@yahoo.com
CUST8479,Richard Garcia,m,,CHENNAI,2023-01-06,2024-01-10,21981.6,,
CUST1582,Brian Nelson,F,29.0,Hyderabad,2019-07-21,2024-02-05,18849.2,1.0,bnelson@yahoo.com
CUST2646,,FEMALE,70.0,Delhi,2020-08-19,2024-06-09,66869.1,4.0,pierce95@hotmail.com
CUST1870,Diana Martin,female,,Surat,2021-10-01,2025-01-08,6735.2,4.0,martin61@hotmail.com
CUST2577,,Male,22.0,Kolkata,2023-09-09,2025-09-10,59839.9,,brown58@example.com
CUST9558,Sarah Wright,Male,,Delhi,2019-01-23,2023-03-31,30305.3,3.0,swright@hotmail.com
CUST10984,Melissa Nguyen,Male,51.0,Pune,2019-07-24,2024-12-12,35974.0,4.0,mnguyen@example.com
CUST2867,Brian Allen,,66 years,Kolkata,2022-11-18,2023-11-22,17898.6,8.0,allen60@example.com
CUST2048,Brittney Hall,FEMALE,53 years,nagpur,2019-07-31,2023-02-05,70726.8,3.0,hall53@gmail.com
CUST3414,Lisa Martinez,Male,60.0,bangalore,2018-07-05,2023-07-06,28169.6,10.0,lisamartinez@yahoo.com
CUST5351,Barbara Evans,m,37.0,mumbai,2023-12-07,,7198.5,2.0,barbaraevans@gmail.com
CUST7349,Steven Sanchez,M,28.0,CHENNAI,2022-03-14,2023-09-22,33741.2,1.0,stevensanchez@outlook.com
CUST3286,Linda Davis,,30.0,surat,2018-11-11,2024-07-14,31884.0,9.0,ldavis@hotmail.com
CUST1152,Brian King,MALE,44.0,Bangalore,2022-04-20,2024-08-26,68930.2,4.0,bking@yahoo.com
CUST4532,George Jackson,MALE,41.0,Kolkata,2021-02-12,2025-05-22,51374.4,2.0,gjackson@example.com
CUST4548,Amanda Thomas,Male,24.0,CHENNAI,2020-03-18,,78134.9,9.0,thomas85@example.com
CUST10562,David Gonzalez,f,69.0,Kolkata,2018-05-14,2024-08-28,74829.1,4.0,dgonzalez@hotmail.com
CUST4470,Jason Perez,m,52.0,nagpur,2021-11-24,2024-11-02,50302.7,4.0,jasonperez@gmail.com
CUST7146,Brenda Gonzalez,f,,Ahmedabad,2020-02-26,2023-02-27,28822.9,6.0,brendagonzalez@example.com
CUST3878,Sharon Nelson,male,,,2021-03-05,2025-08-14,53415.2,5.0,nelson84@outlook.com
CUST2044,Richard Walker,Female,37.0,PUNE,2021-11-24,2024-04-01,36569.7,8.0,walker24@example.com
CUST3316,Amanda Adams,m,23.0,delhi,2020-09-04,2025-12-02,69556.6,8.0,amandaadams@gmail.com
CUST10999,Mark King,male,29 years,Lucknow,2023-09-19,2023-12-11,34457.7,1.0,king66@gmail.com
CUST10228,Jessica Thomas,male,,surat,2021-04-05,2024-08-20,8141.7,9.0,jthomas@example.com
CUST2528,,m,34.0,Lucknow,2018-03-05,2025-08-23,52058.3,5.0,bettybaker@gmail.com
CUST1425,Ashley Green,Female,62.0,lucknow,2022-10-19,2023-01-23,27945.7,3.0,ashleygreen@yahoo.com
CUST2845,Charles Clark,MALE,68.0,Mumbai,2021-09-27,2023-07-19,48570.1,3.0,charlesclark@yahoo.com
CUST10672,Elizabeth Rodriguez,Female,18.0,,2021-07-31,2024-12-14,54727.3,6.0,erodriguez@gmail.com
CUST8833,Jessica Hall,f,69.0,mumbai,2022-03-31,2025-01-19,53482.3,4.0,jhall@gmail.com
CUST6183,David Brown,F,32.0,Chennai,2023-02-17,2025-11-23,13634.1,10.0,davidbrown@example.com
CUST6986,Ashley Smith,f,68.0,mumbai,2020-02-01,2024-08-15,74818.4,4.0,smith81@gmail.com
CUST3043,Betty Martinez,Female,38 years,surat,2021-09-20,2024-07-13,35953.0,6.0,martinez38@hotmail.com
CUST9282,Barbara Hall,m,65 years,pune,2020-11-12,2025-09-14,35391.6,3.0,hall40@example.com
CUST5616,Edward Thomas,female,29.0,KOLKATA,2018-07-25,2025-03-10,47271.1,1.0,edwardthomas@outlook.com
CUST4288,Rebecca Ramirez,m,63 years,delhi,2020-03-04,2024-09-25,43328.0,8.0,ramirez70@outlook.com
CUST8988,Charles Allen,MALE,22.0,HYDERABAD,2018-07-30,2025-06-06,75833.5,2.0,allen55@yahoo.com
CUST6930,Jason Hill,Female,59.0,lucknow,2021-04-27,2023-07-22,62794.6,1.0,jasonhill@outlook.com
CUST4637,Matthew Jones,Male,51.0,Lucknow,2022-09-10,2024-08-01,27426.4,3.0,jones59@gmail.com
CUST6615,Barbara Hill,f,54.0,CHENNAI,2018-03-30,2023-01-21,25533.4,2.0,bhill@gmail.com
CUST2567,Laura King,Male,19 years,PUNE,2022-05-16,2024-08-11,28354.4,10.0,king30@yahoo.com
CUST9261,Charles Carter,F,,Jaipur,2021-03-01,,34782.4,2.0,charlescarter@yahoo.com
CUST3120,Patricia Wright,,30.0,Nagpur,2021-01-24,2024-10-31,39094.8,8.0,wright18@outlook.com
CUST6060,Linda Martinez,FEMALE,39.0,kolkata,2020-12-03,2025-12-11,78944.5,5.0,lmartinez@outlook.com
CUST1476,Mary Rivera,m,53.0,Bangalore,2020-03-03,2023-02-19,22804.8,4.0,
CUST5918,Jessica Johnson,FEMALE,44.0,Hyderabad,2019-05-15,2024-02-11,11894.1,7.0,johnson49@outlook.com
CUST9880,Thomas Thomas,female,47.0,kolkata,2019-05-09,2025-05-20,77826.6,2.0,thomas74@yahoo.com
CUST8774,,m,40.0,mumbai,2021-09-02,2025-04-19,79467.6,5.0,martinez73@gmail.com
CUST5788,Jennifer Evans,,55.0,mumbai,2020-12-02,2024-02-13,25691.0,9.0,jenniferevans@hotmail.com
CUST5934,Susan Baker,m,61.0,PUNE,2020-09-07,2023-04-21,74319.1,5.0,sbaker@outlook.com
CUST7038,Cynthia Rodriguez,FEMALE,32.0,Chennai,2018-03-09,2024-09-12,58334.2,4.0,crodriguez@example.com
CUST7305,Linda Johnson,FEMALE,60 years,Kolkata,2021-09-12,2023-03-16,68107.4,9.0,lindajohnson@outlook.com
